Sample,SEED_function,Rate,Position,Total No. of Reads,Total reads hit SEED database,,
T3L11(6-9cmbsf),Miscellaneous,13.41%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Virulence,7.28%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.71%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Dormancy and Sporulation,0.41%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Central metabolism,0.55%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),RNA Metabolism,16.98%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Predictions based on plant-prokaryote comparative analysis,1.84%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Respiration,9.73%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Nucleotide sugars,1.15%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Polyamines,0.00%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Regulation and Cell signaling,3.34%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Unclassified,19.58%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Amino Acids and Derivatives,55.21%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),DNA Metabolism,11.11%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Membrane Transport,4.53%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Plant cell walls and outer surfaces,0.13%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Photosynthesis,0.12%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Plant Glucosinolates,0.68%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Autotrophy,0.04%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Metabolism of Aromatic Compounds,4.20%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Sulfur Metabolism,5.12%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Mitochondrial electron transport system in plants,0.91%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Aceton metabolism,0.03%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Stress Response,8.35%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.23%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Cell Division and Cell Cycle,3.01%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Metabolite damage and its repair or mitigation,9.54%,Bottom-axis,1000000,109502,,
T3L14(0-2cmbsf),Iron acquisition and metabolism,1.80%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Secondary Metabolism,1.24%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Protein Metabolism,23.62%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),"Phages, Prophages, Transposable elements",0.54%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Carbohydrates,60.12%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",61.14%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Thiamin,1.18%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Nitrogen Metabolism,2.33%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),"Virulence, Disease and Defense",2.68%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Potassium metabolism,1.99%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Cell Wall and Capsule,11.79%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Phosphorus Metabolism,2.50%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Nucleosides and Nucleotides,9.16%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Transcriptional regulation,0.37%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Motility and Chemotaxis,2.99%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Miscellaneous,13.42%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Virulence,7.20%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),"Fatty Acids, Lipids, and Isoprenoids",18.23%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Dormancy and Sporulation,0.37%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Central metabolism,0.50%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),RNA Metabolism,16.25%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Predictions based on plant-prokaryote comparative analysis,1.91%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Respiration,9.29%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Nucleotide sugars,1.14%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Polyamines,0.00%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Regulation and Cell signaling,3.71%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Unclassified,19.38%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Amino Acids and Derivatives,54.21%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),DNA Metabolism,10.79%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Membrane Transport,4.96%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Plant cell walls and outer surfaces,0.12%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Photosynthesis,0.16%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Plant Glucosinolates,0.58%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Autotrophy,0.05%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Metabolism of Aromatic Compounds,4.67%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Sulfur Metabolism,4.95%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Mitochondrial electron transport system in plants,0.83%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Stress Response,8.51%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.24%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Cell Division and Cell Cycle,2.98%,Bottom-axis,1000000,120966,,
T3L14(0-2cmbsf),Metabolite damage and its repair or mitigation,9.32%,Bottom-axis,1000000,120966,,
T3L14(12-14cmbsf),Iron acquisition and metabolism,1.87%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Secondary Metabolism,1.12%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Protein Metabolism,22.94%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),"Phages, Prophages, Transposable elements",0.50%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Carbohydrates,62.03%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.57%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Thiamin,1.18%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Nitrogen Metabolism,2.53%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),"Virulence, Disease and Defense",2.93%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Potassium metabolism,1.95%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Phosphorus Metabolism,2.44%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Nucleosides and Nucleotides,9.32%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Transcriptional regulation,0.36%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Photosynthesis,0.15%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Motility and Chemotaxis,3.65%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Miscellaneous,13.13%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Cell Wall and Capsule,11.55%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Virulence,7.14%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),"Fatty Acids, Lipids, and Isoprenoids",17.52%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Dormancy and Sporulation,0.42%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Central metabolism,0.52%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),RNA Metabolism,15.54%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Predictions based on plant-prokaryote comparative analysis,1.82%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Respiration,10.20%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Nucleotide sugars,1.13%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Polyamines,0.00%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Regulation and Cell signaling,3.83%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Unclassified,19.57%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Amino Acids and Derivatives,54.43%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),DNA Metabolism,10.52%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Membrane Transport,5.00%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Plant cell walls and outer surfaces,0.11%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Plant Glucosinolates,0.60%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Autotrophy,0.06%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Metabolism of Aromatic Compounds,4.67%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Sulfur Metabolism,4.82%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Mitochondrial electron transport system in plants,0.89%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Aceton metabolism,0.03%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Stress Response,8.57%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.12%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Cell Division and Cell Cycle,2.88%,Bottom-axis,1000000,124912,,
T3L14(12-14cmbsf),Metabolite damage and its repair or mitigation,9.34%,Bottom-axis,1000000,124912,,
T3L14(18-20cmbsf),Iron acquisition and metabolism,1.74%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Secondary Metabolism,1.04%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Protein Metabolism,24.74%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),"Phages, Prophages, Transposable elements",0.56%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Carbohydrates,65.89%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.14%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Thiamin,1.17%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Nitrogen Metabolism,2.92%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),"Virulence, Disease and Defense",3.10%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Potassium metabolism,1.57%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Cell Wall and Capsule,10.86%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Phosphorus Metabolism,2.34%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Nucleosides and Nucleotides,10.04%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Transcriptional regulation,0.42%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Motility and Chemotaxis,3.23%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Miscellaneous,13.35%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Virulence,7.48%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.84%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Dormancy and Sporulation,0.43%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Central metabolism,0.65%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),RNA Metabolism,14.81%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Predictions based on plant-prokaryote comparative analysis,1.73%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Respiration,11.53%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Nucleotide sugars,1.19%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Polyamines,0.00%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Regulation and Cell signaling,3.23%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Unclassified,19.63%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Amino Acids and Derivatives,58.31%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),DNA Metabolism,10.62%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Membrane Transport,4.42%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Plant cell walls and outer surfaces,0.10%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Photosynthesis,0.13%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Plant Glucosinolates,0.64%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Autotrophy,0.07%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Metabolism of Aromatic Compounds,4.51%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Sulfur Metabolism,4.68%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Mitochondrial electron transport system in plants,0.94%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Aceton metabolism,0.01%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Stress Response,8.42%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.21%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Cell Division and Cell Cycle,2.86%,Bottom-axis,1000000,104467,,
T3L14(18-20cmbsf),Metabolite damage and its repair or mitigation,10.00%,Bottom-axis,1000000,104467,,
T3L14(6-8cmbsf),Iron acquisition and metabolism,1.81%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Secondary Metabolism,1.19%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Protein Metabolism,24.03%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),"Phages, Prophages, Transposable elements",0.52%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Carbohydrates,60.72%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",62.80%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Thiamin,1.21%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Nitrogen Metabolism,2.33%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),"Virulence, Disease and Defense",2.77%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Potassium metabolism,1.86%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Cell Wall and Capsule,11.51%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Phosphorus Metabolism,2.58%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Nucleosides and Nucleotides,9.22%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Transcriptional regulation,0.39%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Motility and Chemotaxis,2.94%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Miscellaneous,13.59%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Virulence,7.33%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),"Fatty Acids, Lipids, and Isoprenoids",17.40%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Dormancy and Sporulation,0.35%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Central metabolism,0.52%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),RNA Metabolism,16.55%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Predictions based on plant-prokaryote comparative analysis,1.92%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Respiration,9.40%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Nucleotide sugars,1.20%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Polyamines,0.00%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Regulation and Cell signaling,3.60%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Unclassified,19.75%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Amino Acids and Derivatives,55.00%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),DNA Metabolism,10.67%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Membrane Transport,4.79%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Plant cell walls and outer surfaces,0.12%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Photosynthesis,0.14%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Plant Glucosinolates,0.63%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Autotrophy,0.05%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Metabolism of Aromatic Compounds,4.44%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Sulfur Metabolism,4.85%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Mitochondrial electron transport system in plants,0.84%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Aceton metabolism,0.03%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Stress Response,8.56%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.17%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Cell Division and Cell Cycle,2.83%,Bottom-axis,1000000,122130,,
T3L14(6-8cmbsf),Metabolite damage and its repair or mitigation,9.49%,Bottom-axis,1000000,122130,,
T3L14(4-6cmbsf),Iron acquisition and metabolism,1.57%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Secondary Metabolism,1.18%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Protein Metabolism,26.12%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),"Phages, Prophages, Transposable elements",0.62%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Carbohydrates,63.54%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",63.07%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Thiamin,1.09%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Nitrogen Metabolism,2.30%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),"Virulence, Disease and Defense",2.66%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Potassium metabolism,1.52%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Cell Wall and Capsule,10.64%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Phosphorus Metabolism,2.16%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Nucleosides and Nucleotides,10.03%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Transcriptional regulation,0.40%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Photosynthesis,0.11%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Motility and Chemotaxis,2.13%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Miscellaneous,13.45%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Virulence,7.28%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.15%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Dormancy and Sporulation,0.38%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Central metabolism,0.57%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),RNA Metabolism,18.05%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Predictions based on plant-prokaryote comparative analysis,1.81%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Respiration,9.55%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Nucleotide sugars,1.23%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Polyamines,0.00%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Regulation and Cell signaling,3.08%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Unclassified,19.27%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Amino Acids and Derivatives,56.05%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),DNA Metabolism,10.77%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Membrane Transport,4.08%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Plant cell walls and outer surfaces,0.14%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Plastidial (cyanobacterial) electron transport system,0.00%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Plant Glucosinolates,0.75%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Autotrophy,0.04%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Metabolism of Aromatic Compounds,3.87%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Sulfur Metabolism,5.16%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Mitochondrial electron transport system in plants,0.79%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Aceton metabolism,0.01%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Stress Response,8.13%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.35%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Cell Division and Cell Cycle,2.94%,Bottom-axis,1000000,99318,,
T3L14(4-6cmbsf),Metabolite damage and its repair or mitigation,9.90%,Bottom-axis,1000000,99318,,
T3L8(0-3cmbsf),Iron acquisition and metabolism,1.61%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Secondary Metabolism,1.29%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Protein Metabolism,25.61%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),"Phages, Prophages, Transposable elements",0.58%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Carbohydrates,65.46%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.85%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Thiamin,1.08%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Nitrogen Metabolism,2.50%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),"Virulence, Disease and Defense",2.79%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Potassium metabolism,1.42%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Cell Wall and Capsule,10.32%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Phosphorus Metabolism,2.14%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Nucleosides and Nucleotides,10.56%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Transcriptional regulation,0.44%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Motility and Chemotaxis,2.37%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Miscellaneous,13.39%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Virulence,7.37%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.62%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Dormancy and Sporulation,0.39%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Central metabolism,0.62%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),RNA Metabolism,16.38%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Predictions based on plant-prokaryote comparative analysis,1.78%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Respiration,10.18%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Nucleotide sugars,1.23%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Polyamines,0.00%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Regulation and Cell signaling,3.18%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Unclassified,19.64%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Amino Acids and Derivatives,58.33%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),DNA Metabolism,10.90%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Membrane Transport,4.44%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Plant cell walls and outer surfaces,0.15%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Photosynthesis,0.15%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Plant Glucosinolates,0.72%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Autotrophy,0.04%,Bottom-axis,1000000,93165,,
T3L8(0-3cmbsf),Metabolism of Aromatic Compounds,4.30%,Bottom-axis,1000000,93165,,
